name,measure,measure_info,geo_type_name,geo_place_name,time_period,start_date,unique_id,indicator_id,geo_join_id,data_value
Ozone (O3),Mean,ppb,UHF34,Downtown - Heights - Slope,Summer 2010,6/1/2010,827461,648,208,30.94
Ozone (O3),Mean,ppb,UHF42,Downtown - Heights - Slope,Summer 2010,6/1/2010,130821,648,407,30.94
Ozone (O3),Mean,ppb,UHF34,West Queens,Summer 2020,6/1/2020,518923,648,408,30.94
Ozone (O3),Mean,ppb,UHF34,East Flatbush - Flatbush,Summer 2014,6/1/2014,151650,643,310,30.94
Ozone (O3),Mean,ppb,CD,Ridgewood and Maspeth (CD5),Summer 2019,6/1/2019,151628,643,106,30.94
Ozone (O3),Mean,ppb,Borough,Queens,Summer 2021,6/1/2021,151659,643,409,30.94
Ozone (O3),Mean,ppb,UHF34,Jamaica,Summer 2017,6/1/2017,816867,643,210,30.93
Ozone (O3),Mean,ppb,UHF42,Jamaica,Summer 2017,6/1/2017,816868,643,210,30.93
Nitrogen dioxide (NO2),Mean,ppb,CD,Clinton and Chelsea (CD4),Summer 2011,6/1/2011,154602,643,401,30.93
Nitrogen dioxide (NO2),Mean,ppb,CD,Morrisania and Crotona (CD3),Winter 2010-11,12/1/2010,211784,375,306308,30.92
Ozone (O3),Mean,ppb,CD,Ridgewood and Maspeth (CD5),Summer 2018,6/1/2018,549970,375,306308,30.92
Ozone (O3),Mean,ppb,UHF34,Union Square-Lower Manhattan,Summer 2022,6/1/2022,667479,375,306308,30.91
Ozone (O3),Mean,ppb,UHF34,Central Harlem - Morningside Heights,Summer 2022,6/1/2022,549972,375,306308,30.91
Ozone (O3),Mean,ppb,UHF42,Central Harlem - Morningside Heights,Summer 2022,6/1/2022,602913,375,306308,30.91
Ozone (O3),Mean,ppb,UHF34,East New York,Summer 2017,6/1/2017,549967,375,305307,30.90
Ozone (O3),Mean,ppb,UHF34,Bensonhurst - Bay Ridge,Summer 2018,6/1/2018,549969,375,305307,30.90
Ozone (O3),Mean,ppb,UHF42,Bensonhurst - Bay Ridge,Summer 2018,6/1/2018,602910,375,305307,30.90
Ozone (O3),Mean,ppb,UHF42,East New York,Summer 2017,6/1/2017,667473,375,305307,30.90
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Union Square-Lower Manhattan,Summer 2009,6/1/2009,171621,375,306308,30.89
Ozone (O3),Mean,ppb,UHF42,Coney Island - Sheepshead Bay,Summer 2020,6/1/2020,171688,375,305307,30.89
Ozone (O3),Mean,ppb,UHF34,Coney Island - Sheepshead Bay,Summer 2020,6/1/2020,171620,375,305307,30.89
Ozone (O3),Mean,ppb,UHF34,East Flatbush - Flatbush,Summer 2021,6/1/2021,336573,375,310,30.88
Ozone (O3),Mean,ppb,UHF42,East Flatbush - Flatbush,Summer 2021,6/1/2021,549842,375,310,30.88
Ozone (O3),Mean,ppb,UHF42,West Queens,Summer 2014,6/1/2014,740976,375,310,30.87
Ozone (O3),Mean,ppb,UHF42,Pelham - Throgs Neck,Summer 2019,6/1/2019,175905,375,309,30.87
Ozone (O3),Mean,ppb,UHF34,West Queens,Summer 2014,6/1/2014,222623,386,410,30.87
Ozone (O3),Mean,ppb,Borough,Brooklyn,Summer 2018,6/1/2018,222617,386,409,30.87
Ozone (O3),Mean,ppb,UHF34,Pelham - Throgs Neck,Summer 2019,6/1/2019,336600,375,409,30.87
Nitrogen dioxide (NO2),Mean,ppb,Borough,Manhattan,Summer 2009,6/1/2009,176689,375,206,30.87
Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,Sunset Park,2012-2014,1/2/2012,179660,365,3,30.86
Ozone (O3),Mean,ppb,Borough,Bronx,Summer 2020,6/1/2020,823280,365,209,30.85
Ozone (O3),Mean,ppb,UHF34,Northeast Bronx,Summer 2020,6/1/2020,174115,365,203,30.85
Ozone (O3),Mean,ppb,UHF42,Northeast Bronx,Summer 2020,6/1/2020,669694,365,203,30.85
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Chelsea - Clinton,Winter 2015-16,12/1/2015,874398,365,204,30.85
Ozone (O3),Mean,ppb,CD,Bayside and Little Neck (CD11),Summer 2013,6/1/2013,742209,365,209,30.83
Ozone (O3),Mean,ppb,CD,Highbridge and Concourse (CD4),Summer 2011,6/1/2011,742541,365,408,30.83
Ozone (O3),Mean,ppb,Borough,Queens,Summer 2017,6/1/2017,172713,375,503504,30.83
Ozone (O3),Mean,ppb,UHF34,Bensonhurst - Bay Ridge,Summer 2019,6/1/2019,825858,375,503504,30.83
Ozone (O3),Mean,ppb,UHF42,Bensonhurst - Bay Ridge,Summer 2019,6/1/2019,213626,375,408,30.83
Ozone (O3),Mean,ppb,UHF34,Northern SI,Summer 2014,6/1/2014,213624,375,406,30.82
Nitrogen dioxide (NO2),Mean,ppb,CD,Midtown (CD5),Summer 2017,6/1/2017,165845,375,406,30.82
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Hunts Point - Mott Haven,Winter 2008-09,12/1/2008,165963,375,406,30.82
Ozone (O3),Mean,ppb,CD,Kew Gardens and Woodhaven (CD9),Summer 2013,6/1/2013,550132,375,406,30.81
Ozone (O3),Mean,ppb,CD,Jackson Heights (CD3),Summer 2014,6/1/2014,550134,375,406,30.81
Ozone (O3),Mean,ppb,CD,Brownsville (CD16),Summer 2021,6/1/2021,603075,375,406,30.81
Ozone (O3),Mean,ppb,CD,Bedford Stuyvesant (CD3),Summer 2011,6/1/2011,167794,375,408,30.80
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",Borough,Bronx,2005-2007,1/1/2005,171659,375,503504,30.80
Ozone (O3),Mean,ppb,UHF34,Flushing - Clearview,Summer 2021,6/1/2021,172747,375,503504,30.79
Ozone (O3),Mean,ppb,UHF42,Flushing - Clearview,Summer 2021,6/1/2021,336714,375,503504,30.79
Ozone (O3),Mean,ppb,UHF42,Fordham - Bronx Pk,Summer 2013,6/1/2013,741117,375,503504,30.79
Ozone (O3),Mean,ppb,UHF34,Fordham - Bronx Pk,Summer 2013,6/1/2013,165904,375,406,30.79
Ozone (O3),Mean,ppb,CD,Mott Haven and Melrose (CD1),Summer 2015,6/1/2015,166671,375,406,30.79
Nitrogen dioxide (NO2),Mean,ppb,CD,Sunset Park (CD7),Winter 2010-11,12/1/2010,167792,375,406,30.78
Ozone (O3),Mean,ppb,Borough,Bronx,Summer 2018,6/1/2018,550133,375,406,30.78
Nitrogen dioxide (NO2),Mean,ppb,CD,Stuyvesant Town and Turtle Bay (CD6),Summer 2013,6/1/2013,165874,375,206,30.77
Ozone (O3),Mean,ppb,UHF34,Ridgewood - Forest Hills,Summer 2013,6/1/2013,549982,375,503504,30.77
Ozone (O3),Mean,ppb,UHF42,Ridgewood - Forest Hills,Summer 2013,6/1/2013,549984,375,503504,30.77
Ozone (O3),Mean,ppb,CD,Flushing and Whitestone (CD7),Summer 2021,6/1/2021,667503,375,503504,30.77
Ozone (O3),Mean,ppb,UHF42,Bayside - Little Neck,Summer 2013,6/1/2013,211788,375,503504,30.76
Ozone (O3),Mean,ppb,UHF42,Upper East Side,Summer 2022,6/1/2022,877238,375,408,30.76
Nitrogen dioxide (NO2),Mean,ppb,CD,Long Island City and Astoria (CD1),Winter 2010-11,12/1/2010,877240,375,408,30.75
Ozone (O3),Mean,ppb,CD,Flatbush and Midwood (CD14),Summer 2013,6/1/2013,216464,386,308,30.75
Ozone (O3),Mean,ppb,CD,Jackson Heights (CD3),Summer 2013,6/1/2013,216572,386,408,30.74
Nitrogen dioxide (NO2),Mean,ppb,CD,Kew Gardens and Woodhaven (CD9),Winter 2010-11,12/1/2010,650043,365,408,30.74
Ozone (O3),Mean,ppb,CD,Brownsville (CD16),Summer 2013,6/1/2013,550139,375,408,30.74
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Union Square-Lower Manhattan,Winter 2011-12,12/1/2011,741273,375,408,30.73
Ozone (O3),Mean,ppb,UHF42,East Flatbush - Flatbush,Summer 2013,6/1/2013,166641,375,206,30.73
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Hunts Point - Mott Haven,Winter 2010-11,12/1/2010,549760,375,101,30.73
Ozone (O3),Mean,ppb,UHF34,East Flatbush - Flatbush,Summer 2013,6/1/2013,605685,365,201,30.73
Ozone (O3),Mean,ppb,CD,Hunts Point and Longwood (CD2),Summer 2018,6/1/2018,212920,365,101,30.73
Ozone (O3),Mean,ppb,CD,Flatbush and Midwood (CD14),Summer 2018,6/1/2018,602817,375,501,30.73
Ozone (O3),Mean,ppb,CD,Flatbush and Midwood (CD14),Summer 2014,6/1/2014,175329,375,501,30.73
Ozone (O3),Mean,ppb,CD,Upper East Side (CD8),Summer 2022,6/1/2022,175413,375,501,30.73
Ozone (O3),Mean,ppb,UHF34,Bayside Little Neck-Fresh Meadows,Summer 2013,6/1/2013,667287,375,501,30.72
Ozone (O3),Mean,ppb,CD,Throgs Neck and Co-op City (CD10),Summer 2021,6/1/2021,176023,375,301,30.72
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Union Square-Lower Manhattan,Winter 2019-20,12/1/2019,176065,375,301,30.71
Ozone (O3),Mean,ppb,UHF42,Long Island City - Astoria,Summer 2014,6/1/2014,743688,386,501,30.71
Ozone (O3),Mean,ppb,UHF34,Long Island City - Astoria,Summer 2014,6/1/2014,222404,386,101,30.71
Ozone (O3),Mean,ppb,CD,Woodside and Sunnyside (CD2),Summer 2013,6/1/2013,222405,386,101,30.71
Nitrogen dioxide (NO2),Mean,ppb,CD,Ridgewood and Maspeth (CD5),Winter 2010-11,12/1/2010,166734,375,410,30.70
Ozone (O3),Mean,ppb,CD,Washington Heights and Inwood (CD12),Summer 2010,6/1/2010,166793,375,410,30.70
Ozone (O3),Mean,ppb,UHF34,South Bronx,Summer 2020,6/1/2020,216586,386,410,30.70
Ozone (O3),Mean,ppb,CD,Crown Heights and Prospect Heights (CD8),Summer 2011,6/1/2011,412124,386,412,30.70
Ozone (O3),Mean,ppb,UHF42,Fordham - Bronx Pk,Summer 2014,6/1/2014,216585,386,410,30.70
Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,Fresh Meadows,2015-2017,1/1/2015,412122,386,410,30.70
Ozone (O3),Mean,ppb,UHF34,Fordham - Bronx Pk,Summer 2014,6/1/2014,412080,386,110,30.70
Ozone (O3),Mean,ppb,UHF34,South Bronx,Summer 2013,6/1/2013,216345,386,112,30.69
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Ridgewood - Forest Hills,Winter 2010-11,12/1/2010,741283,375,412,30.69
Ozone (O3),Mean,ppb,CD,Hillcrest and Fresh Meadows (CD8),Summer 2018,6/1/2018,166795,375,412,30.69
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Ridgewood - Forest Hills,Winter 2010-11,12/1/2010,166736,375,412,30.69
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Chelsea - Clinton,Summer 2013,6/1/2013,741277,375,410,30.68
Ozone (O3),Mean,ppb,UHF42,West Queens,Summer 2013,6/1/2013,166777,375,312,30.68
Nitrogen dioxide (NO2),Mean,ppb,CD,Clinton and Chelsea (CD4),Winter 2014-15,12/1/2014,742553,365,412,30.68
Nitrogen dioxide (NO2),Mean,ppb,CD,Jackson Heights (CD3),Winter 2008-09,12/1/2008,823560,365,412,30.68
Ozone (O3),Mean,ppb,UHF34,West Queens,Summer 2013,6/1/2013,169509,365,412,30.68
Ozone (O3),Mean,ppb,UHF42,Borough Park,Summer 2014,6/1/2014,169568,365,412,30.68
Ozone (O3),Mean,ppb,UHF34,Borough Park,Summer 2014,6/1/2014,742547,365,410,30.68
Ozone (O3),Mean,ppb,CD,Fordham and University Heights (CD5),Summer 2011,6/1/2011,411127,365,412,30.68
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Upper East Side-Gramercy,Winter 2017-18,12/1/2017,823554,365,410,30.67
Ozone (O3),Mean,ppb,UHF42,Fresh Meadows,Summer 2013,6/1/2013,169491,365,312,30.67
Ozone (O3),Mean,ppb,CD,Crown Heights and Prospect Heights (CD8),Summer 2015,6/1/2015,628472,648,408,30.67
Ozone (O3),Mean,ppb,UHF42,Downtown - Heights - Slope,Summer 2012,6/1/2012,130793,648,107,30.66
Ozone (O3),Mean,ppb,CD,Bay Ridge and Dyker Heights (CD10),Summer 2014,6/1/2014,518827,650,408,30.66
Ozone (O3),Mean,ppb,CD,Bayside and Little Neck (CD11),Summer 2020,6/1/2020,130889,650,107,30.66
Ozone (O3),Mean,ppb,UHF34,Downtown - Heights - Slope,Summer 2012,6/1/2012,130918,650,408,30.66
Ozone (O3),Mean,ppb,UHF34,Union Square-Lower Manhattan,Summer 2023,6/1/2023,176019,375,208,30.65
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Upper West Side,Winter 2012-13,12/1/2012,175997,375,407,30.65
Ozone (O3),Mean,ppb,CD,Jackson Heights (CD3),Summer 2018,6/1/2018,175955,375,407,30.65
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Upper West Side,Winter 2012-13,12/1/2012,175946,375,308,30.65
Nitrogen dioxide (NO2),Mean,ppb,CD,East Flatbush (CD17),Winter 2010-11,12/1/2010,412502,375,308,30.64
Ozone (O3),Mean,ppb,CD,Rego Park and Forest Hills (CD6),Summer 2014,6/1/2014,412499,375,307,30.64
Ozone (O3),Mean,ppb,CD,Bedford Stuyvesant (CD3),Summer 2015,6/1/2015,412500,375,307,30.64
Ozone (O3),Mean,ppb,CD,South Crown Heights and Lefferts Gardens (CD9),Summer 2021,6/1/2021,336597,375,408,30.63
Nitrogen dioxide (NO2),Mean,ppb,CD,Rego Park and Forest Hills (CD6),Winter 2008-09,12/1/2008,549866,375,408,30.63
Nitrogen dioxide (NO2),Mean,ppb,CD,Upper East Side (CD8),Winter 2011-12,12/1/2011,175914,375,408,30.63
Ozone (O3),Mean,ppb,UHF34,Long Island City - Astoria,Summer 2013,6/1/2013,176712,375,408,30.62
Ozone (O3),Mean,ppb,UHF42,Long Island City - Astoria,Summer 2013,6/1/2013,549863,375,407,30.62
Ozone (O3),Mean,ppb,UHF42,Hunts Point - Mott Haven,Summer 2018,6/1/2018,175913,375,407,30.62
Nitrogen dioxide (NO2),Mean,ppb,CD,Upper West Side (CD7),Winter 2012-13,12/1/2012,176711,375,407,30.62
Ozone (O3),Mean,ppb,CD,Elmhurst and Corona (CD4),Summer 2019,6/1/2019,175367,375,407,30.62
Ozone (O3),Mean,ppb,UHF42,Borough Park,Summer 2019,6/1/2019,336594,375,407,30.62
Ozone (O3),Mean,ppb,UHF34,Borough Park,Summer 2019,6/1/2019,171593,375,101,30.62
Ozone (O3),Mean,ppb,UHF42,Stapleton - St. George,Summer 2013,6/1/2013,171661,375,101,30.61
Nitrogen dioxide (NO2),Mean,ppb,CD,East Flatbush (CD17),Winter 2008-09,12/1/2008,667311,375,101,30.61
Ozone (O3),Mean,ppb,UHF42,Borough Park,Summer 2013,6/1/2013,171609,375,302,30.61
Ozone (O3),Mean,ppb,UHF34,Borough Park,Summer 2013,6/1/2013,549934,375,302,30.61
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Southwest Queens,2005-2007,1/1/2005,742202,365,207,30.60
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,Central Harlem - Morningside Heights,2005-2007,1/1/2005,177846,365,408,30.60
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Sunset Park,Winter 2010-11,12/1/2010,177888,365,408,30.60
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,Rockaways,2005-2007,1/1/2005,742264,365,407,30.60
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Upper West Side,2015-2017,1/1/2015,177887,365,407,30.60
Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,Long Island City - Astoria,2013,1/1/2013,177845,365,407,30.60
Ozone (O3),Mean,ppb,CD,Borough Park (CD12),Summer 2014,6/1/2014,410777,365,208,30.60
Ozone (O3),Mean,ppb,UHF34,Fordham - Bronx Pk,Summer 2018,6/1/2018,643566,375,106,30.60
Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,Fordham - Bronx Pk,2005-2007,1/1/2005,336868,375,408,30.60
Ozone (O3),Mean,ppb,UHF42,Sunset Park,Summer 2014,6/1/2014,643698,375,408,30.60
Ozone (O3),Mean,ppb,CD,Morrisania and Crotona (CD3),Summer 2020,6/1/2020,167762,375,206,30.60
Ozone (O3),Mean,ppb,UHF42,Fordham - Bronx Pk,Summer 2018,6/1/2018,741177,375,206,30.60
Ozone (O3),Mean,ppb,UHF34,Sunset Park,Summer 2014,6/1/2014,741183,375,208,30.60
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Sunset Park,Winter 2010-11,12/1/2010,827387,657,503,30.60
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Chelsea-Village,Annual Average 2014,12/1/2013,131374,657,205,30.59
Ozone (O3),Mean,ppb,CD,Coney Island (CD13),Summer 2009,6/1/2009,131367,657,105,30.59
Ozone (O3),Mean,ppb,UHF34,South Bronx,Summer 2014,6/1/2014,151653,643,403,30.58
Nitrogen dioxide (NO2),Mean,ppb,Borough,Manhattan,Annual Average 2010,12/1/2009,816877,643,205,30.58
Ozone (O3),Mean,ppb,CD,Mott Haven and Melrose (CD1),Summer 2013,6/1/2013,816878,643,205,30.57
Nitrogen dioxide (NO2),Mean,ppb,CD,Hunts Point and Longwood (CD2),Winter 2010-11,12/1/2010,154607,643,406,30.57
Ozone (O3),Mean,ppb,UHF34,South Bronx,Summer 2015,6/1/2015,154577,643,206,30.57
Ozone (O3),Mean,ppb,CD,Sheepshead Bay (CD15),Summer 2020,6/1/2020,816707,643,408,30.57
Ozone (O3),Mean,ppb,CD,South Crown Heights and Lefferts Gardens (CD9),Summer 2019,6/1/2019,154565,643,106,30.57
Nitrogen dioxide (NO2),Mean,ppb,CD,Clinton and Chelsea (CD4),Annual Average 2013,12/1/2012,154589,643,306,30.56
Ozone (O3),Mean,ppb,CD,East Harlem (CD11),Summer 2010,6/1/2010,151615,661,503,30.56
Ozone (O3),Mean,ppb,Citywide,New York City,Summer 2018,6/1/2018,151605,661,403,30.56
Ozone (O3),Mean,ppb,CD,Morningside Heights and Hamilton Heights (CD9),Summer 2022,6/1/2022,151597,661,305,30.56
Ozone (O3),Mean,ppb,CD,Upper West Side (CD7),Summer 2016,6/1/2016,131395,657,405,30.55
Ozone (O3),Mean,ppb,CD,Sunset Park (CD7),Summer 2014,6/1/2014,131365,657,103,30.55
Ozone (O3),Mean,ppb,CD,Mott Haven and Melrose (CD1),Summer 2020,6/1/2020,131259,657,503,30.55
Ozone (O3),Mean,ppb,CD,Bushwick (CD4),Summer 2018,6/1/2018,827397,657,403,30.55
Ozone (O3),Mean,ppb,CD,Woodside and Sunnyside (CD2),Summer 2020,6/1/2020,221981,386,503504,30.55
Ozone (O3),Mean,ppb,Citywide,New York City,Summer 2019,6/1/2019,166629,375,106,30.55
Ozone (O3),Mean,ppb,UHF42,Fresh Meadows,Summer 2021,6/1/2021,165862,375,106,30.55
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Washington Heights,Winter 2010-11,12/1/2010,167750,375,106,30.54
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Washington Heights,Winter 2010-11,12/1/2010,334035,365,310,30.54
Ozone (O3),Mean,ppb,UHF42,Washington Heights,Summer 2010,6/1/2010,177781,365,206,30.54
Ozone (O3),Mean,ppb,UHF34,Washington Heights,Summer 2010,6/1/2010,178579,365,206,30.54
Ozone (O3),Mean,ppb,UHF34,Upper West Side,Summer 2016,6/1/2016,178456,365,209,30.54
Ozone (O3),Mean,ppb,UHF42,Upper West Side,Summer 2016,6/1/2016,742272,365,409,30.54
Nitrogen dioxide (NO2),Mean,ppb,CD,Lower East Side and Chinatown (CD3),Winter 2012-13,12/1/2012,178603,365,409,30.54
Ozone (O3),Mean,ppb,CD,Bensonhurst (CD11),Summer 2017,6/1/2017,177259,365,409,30.53
Ozone (O3),Mean,ppb,UHF34,East Harlem,Summer 2010,6/1/2010,177805,365,409,30.52
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Upper East Side,Winter 2011-12,12/1/2011,334062,365,409,30.52
Ozone (O3),Mean,ppb,Borough,Queens,Summer 2020,6/1/2020,547477,365,409,30.52
Ozone (O3),Mean,ppb,UHF42,East Harlem,Summer 2010,6/1/2010,547414,365,209,30.52
Nitrogen dioxide (NO2),Mean,ppb,CD,Hunts Point and Longwood (CD2),Winter 2008-09,12/1/2008,177235,365,206,30.52
Ozone (O3),Mean,ppb,CD,Riverdale and Fieldston (CD8),Summer 2014,6/1/2014,179570,365,3,30.51
Ozone (O3),Mean,ppb,CD,Elmhurst and Corona (CD4),Summer 2014,6/1/2014,177774,365,106,30.50
Ozone (O3),Mean,ppb,UHF42,Fresh Meadows,Summer 2020,6/1/2020,547478,365,409,30.50
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,Coney Island (CD13),2005,1/1/2005,177889,365,409,30.49
Ozone (O3),Mean,ppb,CD,Elmhurst and Corona (CD4),Summer 2018,6/1/2018,177847,365,409,30.49
Ozone (O3),Mean,ppb,CD,Williamsbridge and Baychester (CD12),Summer 2020,6/1/2020,410844,365,409,30.49
Ozone (O3),Mean,ppb,CD,Long Island City and Astoria (CD1),Summer 2018,6/1/2018,410843,365,409,30.49
Nitrogen dioxide (NO2),Mean,ppb,CD,Fort Greene and Brooklyn Heights (CD2),Winter 2013-14,12/1/2013,130412,640,209,30.49
Ozone (O3),Mean,ppb,CD,Bushwick (CD4),Summer 2019,6/1/2019,130434,640,410,30.49
Ozone (O3),Mean,ppb,UHF42,Willowbrook,Summer 2013,6/1/2013,334141,365,403,30.48
Ozone (O3),Mean,ppb,CD,Greenpoint and Williamsburg (CD1),Summer 2014,6/1/2014,669727,365,410,30.48
Ozone (O3),Mean,ppb,CD,Morris Park and Bronxdale (CD11),Summer 2015,6/1/2015,334063,365,410,30.48
Ozone (O3),Mean,ppb,UHF34,Ridgewood - Forest Hills,Summer 2021,6/1/2021,649773,365,409,30.47
Ozone (O3),Mean,ppb,UHF42,Ridgewood - Forest Hills,Summer 2021,6/1/2021,669730,365,409,30.47
Nitrogen dioxide (NO2),Mean,ppb,UHF34,East Flatbush - Flatbush,Winter 2010-11,12/1/2010,410926,365,403,30.47
Nitrogen dioxide (NO2),Mean,ppb,UHF42,East Flatbush - Flatbush,Winter 2010-11,12/1/2010,742352,365,403,30.47
Ozone (O3),Mean,ppb,UHF34,Bayside Little Neck-Fresh Meadows,Summer 2020,6/1/2020,173756,365,403,30.47
Ozone (O3),Mean,ppb,UHF34,Greenpoint,Summer 2014,6/1/2014,823404,365,303,30.47
Ozone (O3),Mean,ppb,CD,Belmont and East Tremont (CD6),Summer 2013,6/1/2013,547502,365,103,30.47
Ozone (O3),Mean,ppb,UHF42,Greenpoint,Summer 2014,6/1/2014,212089,365,305307,30.47
Ozone (O3),Mean,ppb,Borough,Brooklyn,Summer 2021,6/1/2021,173151,365,306308,30.46
Nitrogen dioxide (NO2),Mean,ppb,UHF34,East Flatbush - Flatbush,Winter 2008-09,12/1/2008,669626,365,306308,30.46
Nitrogen dioxide (NO2),Mean,ppb,UHF42,East Flatbush - Flatbush,Winter 2008-09,12/1/2008,410811,365,308,30.46
Ozone (O3),Mean,ppb,CD,Mott Haven and Melrose (CD1),Summer 2014,6/1/2014,410807,365,307,30.46
Nitrogen dioxide (NO2),Mean,ppb,CD,Sunset Park (CD7),Winter 2008-09,12/1/2008,410808,365,307,30.46
Ozone (O3),Mean,ppb,UHF42,Bedford Stuyvesant - Crown Heights,Summer 2019,6/1/2019,178560,365,408,30.46
Ozone (O3),Mean,ppb,UHF34,Bedford Stuyvesant - Crown Heights,Summer 2019,6/1/2019,823223,365,407,30.46
Ozone (O3),Mean,ppb,CD,Fort Greene and Brooklyn Heights (CD2),Summer 2010,6/1/2010,178559,365,407,30.46
Ozone (O3),Mean,ppb,UHF34,Borough Park,Summer 2021,6/1/2021,823286,365,207,30.45
Ozone (O3),Mean,ppb,UHF42,Borough Park,Summer 2021,6/1/2021,154605,643,404,30.45
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Union Square - Lower East Side,Annual Average 2011,12/1/2010,154618,643,503,30.45
Ozone (O3),Mean,ppb,UHF42,Kingsbridge - Riverdale,Summer 2014,6/1/2014,816723,643,404,30.45
Ozone (O3),Mean,ppb,UHF34,Kingsbridge - Riverdale,Summer 2014,6/1/2014,151647,643,307,30.45
Ozone (O3),Mean,ppb,UHF42,Bayside - Little Neck,Summer 2020,6/1/2020,151657,643,407,30.45
Ozone (O3),Mean,ppb,CD,Jackson Heights (CD3),Summer 2021,6/1/2021,336567,375,308,30.45
Ozone (O3),Mean,ppb,CD,Belmont and East Tremont (CD6),Summer 2020,6/1/2020,222611,386,408,30.44
Ozone (O3),Mean,ppb,UHF34,Borough Park,Summer 2018,6/1/2018,175903,375,307,30.44
Ozone (O3),Mean,ppb,UHF42,Borough Park,Summer 2018,6/1/2018,176701,375,307,30.44
Ozone (O3),Mean,ppb,CD,Morrisania and Crotona (CD3),Summer 2013,6/1/2013,175357,375,307,30.43
Ozone (O3),Mean,ppb,CD,Flatbush and Midwood (CD14),Summer 2021,6/1/2021,740967,375,307,30.43
Nitrogen dioxide (NO2),Mean,ppb,CD,Borough Park (CD12),Winter 2010-11,12/1/2010,823340,365,1,30.42
Ozone (O3),Mean,ppb,CD,Riverdale and Fieldston (CD8),Summer 2013,6/1/2013,823307,365,107,30.42
Ozone (O3),Mean,ppb,UHF34,Upper East Side-Gramercy,Summer 2023,6/1/2023,211964,365,201,30.41
Ozone (O3),Mean,ppb,UHF42,Bensonhurst - Bay Ridge,Summer 2021,6/1/2021,334029,365,308,30.41
Ozone (O3),Mean,ppb,UHF34,Bensonhurst - Bay Ridge,Summer 2021,6/1/2021,177247,365,307,30.41
Ozone (O3),Mean,ppb,CD,Borough Park (CD12),Summer 2021,6/1/2021,874439,365,408,30.41
Nitrogen dioxide (NO2),Mean,ppb,CD,Elmhurst and Corona (CD4),Winter 2013-14,12/1/2013,334058,365,408,30.41
Ozone (O3),Mean,ppb,CD,Lower East Side and Chinatown (CD3),Summer 2016,6/1/2016,178476,365,408,30.41
Ozone (O3),Mean,ppb,UHF34,Williamsburg - Bushwick,Summer 2014,6/1/2014,177342,365,408,30.41
Ozone (O3),Mean,ppb,UHF42,Williamsburg - Bushwick,Summer 2014,6/1/2014,874442,365,407,30.41
Nitrogen dioxide (NO2),Mean,ppb,CD,Financial District (CD1),Winter 2014-15,12/1/2014,874444,365,407,30.40
Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Willowbrook,2015-2017,1/1/2015,669735,365,407,30.40
Ozone (O3),Mean,ppb,CD,Borough Park (CD12),Summer 2013,6/1/2013,649766,365,407,30.40
Ozone (O3),Mean,ppb,CD,Long Island City and Astoria (CD1),Summer 2021,6/1/2021,177341,365,407,30.39
Ozone (O3),Mean,ppb,CD,East Flatbush (CD17),Summer 2017,6/1/2017,178475,365,407,30.39
Ozone (O3),Mean,ppb,CD,Kew Gardens and Woodhaven (CD9),Summer 2017,6/1/2017,165886,375,306,30.39
Ozone (O3),Mean,ppb,CD,Rego Park and Forest Hills (CD6),Summer 2018,6/1/2018,166653,375,306,30.39
Ozone (O3),Mean,ppb,Borough,Bronx,Summer 2015,6/1/2015,166818,375,206,30.39
